timestamp_utc,generation_mw,installed_capacity_mwp,capacity_mwp
2020-09-19T22:00:00Z,0.0,2228.4576477,2130.7953421
2020-09-19T22:30:00Z,0.0,2228.4576477,2130.7953421
2020-09-19T23:00:00Z,0.0,2228.4576477,2130.7953421
2020-09-19T23:30:00Z,0.0,2228.4576477,2130.7953421
2020-09-20T00:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T00:30:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T01:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T01:30:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T02:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T02:30:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T03:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T03:30:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T04:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T04:30:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T05:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T05:30:00Z,0.000572516749,2228.4608801,2130.7497577
2020-09-20T06:00:00Z,32.9595464,2228.4608801,2130.7497577
2020-09-20T06:30:00Z,89.993284,2228.4608801,2130.7497577
2020-09-20T07:00:00Z,148.169134,2228.4608801,2130.7497577
2020-09-20T07:30:00Z,331.806838,2228.4608801,2130.7497577
2020-09-20T08:00:00Z,514.537023,2228.4608801,2130.7497577
2020-09-20T08:30:00Z,718.024779,2228.4608801,2130.7497577
2020-09-20T09:00:00Z,881.740999,2228.4608801,2130.7497577
2020-09-20T09:30:00Z,1071.674877,2228.4608801,2130.7497577
2020-09-20T10:00:00Z,1284.85993,2228.4608801,2130.7497577
2020-09-20T10:30:00Z,1245.56684,2228.4608801,2130.7497577
2020-09-20T11:00:00Z,1311.35378,2228.4608801,2130.7497577
2020-09-20T11:30:00Z,1357.671704,2228.4608801,2130.7497577
2020-09-20T12:00:00Z,1289.82762,2228.4608801,2130.7497577
2020-09-20T12:30:00Z,1191.14404,2228.4608801,2130.7497577
2020-09-20T13:00:00Z,1208.26296,2228.4608801,2130.7497577
2020-09-20T13:30:00Z,1074.87378,2228.4608801,2130.7497577
2020-09-20T14:00:00Z,913.244216,2228.4608801,2130.7497577
2020-09-20T14:30:00Z,815.375551,2228.4608801,2130.7497577
2020-09-20T15:00:00Z,633.182297,2228.4608801,2130.7497577
2020-09-20T15:30:00Z,432.693551,2228.4608801,2130.7497577
2020-09-20T16:00:00Z,253.076784,2228.4608801,2130.7497577
2020-09-20T16:30:00Z,122.461454,2228.4608801,2130.7497577
2020-09-20T17:00:00Z,45.2892422,2228.4608801,2130.7497577
2020-09-20T17:30:00Z,6.87524031,2228.4608801,2130.7497577
2020-09-20T18:00:00Z,0.0001264017161,2228.4608801,2130.7497577
2020-09-20T18:30:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T19:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T19:30:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T20:00:00Z,0.0,2228.4608801,2130.7497577
2020-09-20T20:30:00Z,0.0,2228.4608801,2130.7497577
