timestamp_utc,settlement_date,settlement_period,boa,generation_mw
2020-12-31T23:00:00Z,2020-12-31,47,0.0,0.0
2020-12-31T23:30:00Z,2020-12-31,48,0.0,0.0
2021-01-01T00:00:00Z,2021-01-01,1,0.0,185.758
2021-01-01T00:30:00Z,2021-01-01,2,0.0,151.28199999999998
2021-01-01T01:00:00Z,2021-01-01,3,0.0,117.146
2021-01-01T01:30:00Z,2021-01-01,4,0.0,131.64600000000002
2021-01-01T02:00:00Z,2021-01-01,5,0.0,156.542
2021-01-01T02:30:00Z,2021-01-01,6,0.0,166.928
2021-01-01T03:00:00Z,2021-01-01,7,0.0,168.916
2021-01-01T03:30:00Z,2021-01-01,8,0.0,148.712
2021-01-01T04:00:00Z,2021-01-01,9,0.0,99.582
2021-01-01T04:30:00Z,2021-01-01,10,0.0,159.73399999999998
2021-01-01T05:00:00Z,2021-01-01,11,0.0,121.118
2021-01-01T05:30:00Z,2021-01-01,12,0.0,124.09
2021-01-01T06:00:00Z,2021-01-01,13,0.0,140.858
2021-01-01T06:30:00Z,2021-01-01,14,0.0,111.912
2021-01-01T07:00:00Z,2021-01-01,15,0.0,111.432
2021-01-01T07:30:00Z,2021-01-01,16,0.0,117.76
2021-01-01T08:00:00Z,2021-01-01,17,0.0,133.216
2021-01-01T08:30:00Z,2021-01-01,18,0.0,165.2
2021-01-01T09:00:00Z,2021-01-01,19,0.0,110.498
2021-01-01T09:30:00Z,2021-01-01,20,0.0,137.214
2021-01-01T10:00:00Z,2021-01-01,21,0.0,171.77
2021-01-01T10:30:00Z,2021-01-01,22,0.0,192.254
2021-01-01T11:00:00Z,2021-01-01,23,0.0,184.06
2021-01-01T11:30:00Z,2021-01-01,24,0.0,228.182
2021-01-01T12:00:00Z,2021-01-01,25,0.0,227.61
2021-01-01T12:30:00Z,2021-01-01,26,0.0,290.232
2021-01-01T13:00:00Z,2021-01-01,27,0.0,343.802
2021-01-01T13:30:00Z,2021-01-01,28,0.0,345.826
2021-01-01T14:00:00Z,2021-01-01,29,0.0,464.49799999999993
2021-01-01T14:30:00Z,2021-01-01,30,0.0,467.668
2021-01-01T15:00:00Z,2021-01-01,31,0.0,493.44
2021-01-01T15:30:00Z,2021-01-01,32,0.0,448.928
