timestamp_utc,generation_mw,installed_capacity_mwp,capacity_mwp
2024-04-30T22:00:00Z,0.0,2741.8310367999998,2574.6830902
2024-04-30T22:30:00Z,0.0,2741.8310367999998,2574.6830902
2024-04-30T23:00:00Z,0.0,2741.8310367999998,2574.6830902
2024-04-30T23:30:00Z,0.0,2741.8310367999998,2574.6230639
2024-05-01T00:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T00:30:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T01:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T01:30:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T02:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T02:30:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T03:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T03:30:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T04:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T04:30:00Z,1.84124594,2741.8310367999998,2574.6230529
2024-05-01T05:00:00Z,39.8940032,2741.8310367999998,2574.6230529
2024-05-01T05:30:00Z,106.2975153,2741.8310367999998,2574.6230529
2024-05-01T06:00:00Z,197.671677,2741.8310367999998,2574.6230529
2024-05-01T06:30:00Z,268.304025,2741.8310367999998,2574.6230529
2024-05-01T07:00:00Z,414.529528,2741.8310367999998,2574.6230529
2024-05-01T07:30:00Z,618.259184,2741.8310367999998,2574.6230529
2024-05-01T08:00:00Z,854.847558,2741.8310367999998,2574.6230529
2024-05-01T08:30:00Z,1050.14064,2741.8310367999998,2574.6230529
2024-05-01T09:00:00Z,1136.93144,2741.8310367999998,2574.6230529
2024-05-01T09:30:00Z,1239.5548,2741.8310367999998,2574.6230529
2024-05-01T10:00:00Z,1241.496192,2741.8310367999998,2574.6230529
2024-05-01T10:30:00Z,1233.270454,2741.8310367999998,2574.6230529
2024-05-01T11:00:00Z,1200.29787,2741.8310367999998,2574.6230529
2024-05-01T11:30:00Z,1173.960869,2741.8310367999998,2574.6230529
2024-05-01T12:00:00Z,1300.141703,2741.8310367999998,2574.6230529
2024-05-01T12:30:00Z,1316.85877,2741.8310367999998,2574.6230529
2024-05-01T13:00:00Z,1189.885275,2741.8310367999998,2574.6230529
2024-05-01T13:30:00Z,1213.79846,2741.8310367999998,2574.6230529
2024-05-01T14:00:00Z,1081.2403,2741.8310367999998,2574.6230529
2024-05-01T14:30:00Z,1066.684127,2741.8310367999998,2574.6230529
2024-05-01T15:00:00Z,1024.388346,2741.8310367999998,2574.6230529
2024-05-01T15:30:00Z,802.005419,2741.8310367999998,2574.6230529
2024-05-01T16:00:00Z,638.1495689999999,2741.8310367999998,2574.6230529
2024-05-01T16:30:00Z,478.64788899999996,2741.8310367999998,2574.6230529
2024-05-01T17:00:00Z,314.162631,2741.8310367999998,2574.6230529
2024-05-01T17:30:00Z,181.096011,2741.8310367999998,2574.6230529
2024-05-01T18:00:00Z,97.3369709,2741.8310367999998,2574.6230529
2024-05-01T18:30:00Z,34.0111263,2741.8310367999998,2574.6230529
2024-05-01T19:00:00Z,1.366161844,2741.8310367999998,2574.6230529
2024-05-01T19:30:00Z,4.17572e-07,2741.8310367999998,2574.6230529
2024-05-01T20:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T20:30:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T21:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T21:30:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T22:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T22:30:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T23:00:00Z,0.0,2741.8310367999998,2574.6230529
2024-05-01T23:30:00Z,0.0,2741.8310367999998,2574.5630095
2024-05-02T00:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T00:30:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T01:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T01:30:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T02:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T02:30:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T03:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T03:30:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T04:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T04:30:00Z,8.33671709289788,2741.8310367999998,2574.5629965
2024-05-02T05:00:00Z,54.4707492,2741.8310367999998,2574.5629965
2024-05-02T05:30:00Z,108.9031208,2741.8310367999998,2574.5629965
2024-05-02T06:00:00Z,157.2515978,2741.8310367999998,2574.5629965
2024-05-02T06:30:00Z,213.55948700000002,2741.8310367999998,2574.5629965
2024-05-02T07:00:00Z,311.681828,2741.8310367999998,2574.5629965
2024-05-02T07:30:00Z,469.606023,2741.8310367999998,2574.5629965
2024-05-02T08:00:00Z,611.493033,2741.8310367999998,2574.5629965
2024-05-02T08:30:00Z,698.13581,2741.8310367999998,2574.5629965
2024-05-02T09:00:00Z,776.092394,2741.8310367999998,2574.5629965
2024-05-02T09:30:00Z,912.406174,2741.8310367999998,2574.5629965
2024-05-02T10:00:00Z,995.328106,2741.8310367999998,2574.5629965
2024-05-02T10:30:00Z,1045.832359,2741.8310367999998,2574.5629965
2024-05-02T11:00:00Z,1096.847329,2741.8310367999998,2574.5629965
2024-05-02T11:30:00Z,1097.512847,2741.8310367999998,2574.5629965
2024-05-02T12:00:00Z,1208.288829,2741.8310367999998,2574.5629965
2024-05-02T12:30:00Z,1325.289287,2741.8310367999998,2574.5629965
2024-05-02T13:00:00Z,1331.941673,2741.8310367999998,2574.5629965
2024-05-02T13:30:00Z,1255.577573,2741.8310367999998,2574.5629965
2024-05-02T14:00:00Z,1084.511642,2741.8310367999998,2574.5629965
2024-05-02T14:30:00Z,962.4748440000001,2741.8310367999998,2574.5629965
2024-05-02T15:00:00Z,778.674835,2741.8310367999998,2574.5629965
2024-05-02T15:30:00Z,584.735053,2741.8310367999998,2574.5629965
2024-05-02T16:00:00Z,460.823165,2741.8310367999998,2574.5629965
2024-05-02T16:30:00Z,309.368622,2741.8310367999998,2574.5629965
2024-05-02T17:00:00Z,211.261271,2741.8310367999998,2574.5629965
2024-05-02T17:30:00Z,120.6541281,2741.8310367999998,2574.5629965
2024-05-02T18:00:00Z,63.463369852,2741.8310367999998,2574.5629965
2024-05-02T18:30:00Z,22.85571921,2741.8310367999998,2574.5629965
2024-05-02T19:00:00Z,2.7747390978,2741.8310367999998,2574.5629965
2024-05-02T19:30:00Z,1.855913551e-05,2741.8310367999998,2574.5629965
2024-05-02T20:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T20:30:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T21:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T21:30:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T22:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T22:30:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T23:00:00Z,0.0,2741.8310367999998,2574.5629965
2024-05-02T23:30:00Z,0.0,2741.8310367999998,2574.5029502
2024-05-03T00:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T00:30:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T01:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T01:30:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T02:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T02:30:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T03:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T03:30:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T04:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T04:30:00Z,0.10906897034,2741.8310367999998,2574.5029401
2024-05-03T05:00:00Z,3.47366348,2741.8310367999998,2574.5029401
2024-05-03T05:30:00Z,15.8610688,2741.8310367999998,2574.5029401
2024-05-03T06:00:00Z,28.7031045,2741.8310367999998,2574.5029401
2024-05-03T06:30:00Z,47.0031409,2741.8310367999998,2574.5029401
2024-05-03T07:00:00Z,66.6729525,2741.8310367999998,2574.5029401
2024-05-03T07:30:00Z,71.2037044,2741.8310367999998,2574.5029401
2024-05-03T08:00:00Z,96.890959,2741.8310367999998,2574.5029401
2024-05-03T08:30:00Z,112.088438,2741.8310367999998,2574.5029401
2024-05-03T09:00:00Z,135.503962,2741.8310367999998,2574.5029401
2024-05-03T09:30:00Z,148.032982,2741.8310367999998,2574.5029401
2024-05-03T10:00:00Z,150.636423,2741.8310367999998,2574.5029401
2024-05-03T10:30:00Z,148.974798,2741.8310367999998,2574.5029401
2024-05-03T11:00:00Z,149.695967,2741.8310367999998,2574.5029401
2024-05-03T11:30:00Z,157.274141,2741.8310367999998,2574.5029401
2024-05-03T12:00:00Z,174.266598,2741.8310367999998,2574.5029401
2024-05-03T12:30:00Z,196.38553299999998,2741.8310367999998,2574.5029401
2024-05-03T13:00:00Z,221.172202,2741.8310367999998,2574.5029401
2024-05-03T13:30:00Z,222.667488,2741.8310367999998,2574.5029401
2024-05-03T14:00:00Z,233.418038,2741.8310367999998,2574.5029401
2024-05-03T14:30:00Z,227.03519,2741.8310367999998,2574.5029401
2024-05-03T15:00:00Z,210.534651,2741.8310367999998,2574.5029401
2024-05-03T15:30:00Z,190.182083,2741.8310367999998,2574.5029401
2024-05-03T16:00:00Z,164.60061,2741.8310367999998,2574.5029401
2024-05-03T16:30:00Z,151.842403,2741.8310367999998,2574.5029401
2024-05-03T17:00:00Z,115.445869,2741.8310367999998,2574.5029401
2024-05-03T17:30:00Z,87.190321,2741.8310367999998,2574.5029401
2024-05-03T18:00:00Z,52.279453,2741.8310367999998,2574.5029401
2024-05-03T18:30:00Z,18.8486192,2741.8310367999998,2574.5029401
2024-05-03T19:00:00Z,1.197208557,2741.8310367999998,2574.5029401
2024-05-03T19:30:00Z,0.01526774054646639,2741.8310367999998,2574.5029401
2024-05-03T20:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T20:30:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T21:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T21:30:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T22:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T22:30:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T23:00:00Z,0.0,2741.8310367999998,2574.5029401
2024-05-03T23:30:00Z,0.0,2741.8310367999998,2574.4428937
2024-05-04T00:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T00:30:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T01:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T01:30:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T02:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T02:30:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T03:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T03:30:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T04:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T04:30:00Z,12.922562,2741.8310367999998,2574.4428837
2024-05-04T05:00:00Z,70.1630758,2741.8310367999998,2574.4428837
2024-05-04T05:30:00Z,154.484447,2741.8310367999998,2574.4428837
2024-05-04T06:00:00Z,269.56522,2741.8310367999998,2574.4428837
2024-05-04T06:30:00Z,372.154544,2741.8310367999998,2574.4428837
2024-05-04T07:00:00Z,574.650323,2741.8310367999998,2574.4428837
2024-05-04T07:30:00Z,753.058452,2741.8310367999998,2574.4428837
2024-05-04T08:00:00Z,994.4003,2741.8310367999998,2574.4428837
2024-05-04T08:30:00Z,1186.49566,2741.8310367999998,2574.4428837
2024-05-04T09:00:00Z,1408.64274,2741.8310367999998,2574.4428837
2024-05-04T09:30:00Z,1599.60808,2741.8310367999998,2574.4428837
2024-05-04T10:00:00Z,1747.63727,2741.8310367999998,2574.4428837
2024-05-04T10:30:00Z,1758.03016,2741.8310367999998,2574.4428837
2024-05-04T11:00:00Z,1843.17516,2741.8310367999998,2574.4428837
2024-05-04T11:30:00Z,1796.009195,2741.8310367999998,2574.4428837
2024-05-04T12:00:00Z,1758.162166,2741.8310367999998,2574.4428837
2024-05-04T12:30:00Z,1665.33186,2741.8310367999998,2574.4428837
2024-05-04T13:00:00Z,1519.47529,2741.8310367999998,2574.4428837
2024-05-04T13:30:00Z,1325.11154,2741.8310367999998,2574.4428837
2024-05-04T14:00:00Z,1157.99324,2741.8310367999998,2574.4428837
2024-05-04T14:30:00Z,1100.697588,2741.8310367999998,2574.4428837
2024-05-04T15:00:00Z,932.7203480000001,2741.8310367999998,2574.4428837
2024-05-04T15:30:00Z,835.739726,2741.8310367999998,2574.4428837
2024-05-04T16:00:00Z,673.780354,2741.8310367999998,2574.4428837
2024-05-04T16:30:00Z,472.893729,2741.8310367999998,2574.4428837
2024-05-04T17:00:00Z,323.927975,2741.8310367999998,2574.4428837
2024-05-04T17:30:00Z,178.466331,2741.8310367999998,2574.4428837
2024-05-04T18:00:00Z,115.883088,2741.8310367999998,2574.4428837
2024-05-04T18:30:00Z,40.2194022,2741.8310367999998,2574.4428837
2024-05-04T19:00:00Z,4.07283059,2741.8310367999998,2574.4428837
2024-05-04T19:30:00Z,0.0003400014715,2741.8310367999998,2574.4428837
2024-05-04T20:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T20:30:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T21:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T21:30:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T22:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T22:30:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T23:00:00Z,0.0,2741.8310367999998,2574.4428837
2024-05-04T23:30:00Z,0.0,2741.8310367999998,2574.3828464
2024-05-05T00:00:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T00:30:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T01:00:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T01:30:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T02:00:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T02:30:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T03:00:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T03:30:00Z,0.0,2741.8310367999998,2574.3828444
2024-05-05T04:00:00Z,1.877932e-05,2741.8310367999998,2574.3828444
2024-05-05T04:30:00Z,19.17272065,2741.8310367999998,2574.3828444
2024-05-05T05:00:00Z,76.9913194,2741.8310367999998,2574.3828444
2024-05-05T05:30:00Z,175.078279,2741.8310367999998,2574.3828444
2024-05-05T06:00:00Z,266.508464,2741.8310367999998,2574.3828444
2024-05-05T06:30:00Z,423.941884,2741.8310367999998,2574.3828444
2024-05-05T07:00:00Z,631.967993,2741.8310367999998,2574.3828444
2024-05-05T07:30:00Z,868.684474,2741.8310367999998,2574.3828444
2024-05-05T08:00:00Z,1109.08993,2741.8310367999998,2574.3828444
2024-05-05T08:30:00Z,1329.38098,2741.8310367999998,2574.3828444
2024-05-05T09:00:00Z,1509.69261,2741.8310367999998,2574.3828444
2024-05-05T09:30:00Z,1681.63329,2741.8310367999998,2574.3828444
2024-05-05T10:00:00Z,1771.7001,2741.8310367999998,2574.3828444
2024-05-05T10:30:00Z,1795.10847,2741.8310367999998,2574.3828444
